"","CASE_ID","GPS_NAC_ADOPTER","SURVEY_SOURCE","STATE","HOME","HAVESOLAR","WINTER_NOPV_BINNED","SUMMER_NOPV_BINNED","PN1","PN2","PN3","E2","BB1","BB2","BB3","BTE8","BE13","BE10","Co3","VB1","VB2","VB3","VA1","VA2","VA3","VT1","VT2","VT3","VE1","VE2","VE4","VO1","VO2","VO3","CIJM1","CIJM2","CIJM3","CNS1","CNS2","CNS4","SQFT_BINNED","STANCE","PEOPLE_TOT_3PLUS","HAVE_KIDS","GENDER","AGE_BINNED","EDUC_BINNED","FINANCIAL","INCOME_BINNED","RETIRED"
"118",118,1,1,3,1,0,3,6,4,4,4,5,5,4,4,4,3,5,4,5,5,4,5,3,4,4,5,3,3,1,2,1,1,4,4,4,4,2,2,3,2,3,0,0,1,3,2,2,1,0
"119",119,1,1,2,1,0,NA,NA,4,3,5,4,5,98,5,5,98,4,4,5,4,2,5,5,5,5,5,5,3,4,3,4,4,5,4,4,4,4,4,4,1,3,0,0,1,4,4,1,95,1
"120",120,1,1,3,1,0,3,6,4,4,2,5,4,4,4,3,3,3,3,0,5,4,5,4,4,5,4,3,4,3,2,2,2,3,1,2,3,1,1,2,2,2,1,1,1,4,1,2,1,1
"121",121,1,1,4,1,0,4,5,1,1,1,1,2,1,3,4,98,4,3,2,2,2,1,1,2,4,5,2,1,1,2,1,2,1,4,4,3,1,1,2,3,4,1,0,1,1,1,1,2,0
"122",122,1,1,2,1,0,5,4,3,3,4,4,3,4,4,4,4,3,3,5,5,3,5,5,5,5,5,4,1,4,3,1,3,3,5,5,5,2,3,1,3,97,1,1,1,1,1,2,2,0
"123",123,1,1,4,1,0,5,5,4,5,4,5,5,4,5,4,4,4,4,5,4,5,5,3,5,4,5,4,2,3,3,5,5,3,4,4,4,2,3,4,4,3,1,0,0,3,2,2,5,0
"124",124,1,1,1,1,0,NA,NA,3,4,5,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,5,4,1,2,3,2,1,2,2,3,4,4,3,2,4,2,1,1,1,1,4,2,4,0
"125",125,1,1,1,1,0,5,8,3,3,3,2,3,2,4,3,3,3,3,3,3,4,4,4,3,5,5,4,3,3,3,3,3,4,4,4,4,2,3,3,3,3,0,0,0,4,3,1,4,1
"126",126,1,1,1,1,0,5,8,3,3,3,3,3,98,4,3,98,98,2,3,3,2,5,3,5,5,5,2,2,5,4,3,4,2,4,3,1,3,3,4,3,97,1,1,1,1,4,2,4,0
"127",127,1,1,3,1,0,3,7,4,4,5,5,4,98,4,4,4,4,98,4,5,4,5,4,5,5,5,5,3,3,2,2,2,4,3,3,3,3,3,3,2,97,0,0,1,2,3,3,95,0
"128",128,1,1,2,1,0,5,3,4,4,3,5,3,3,3,4,2,3,3,5,5,5,5,4,5,4,4,4,3,4,3,4,3,4,4,4,4,3,4,3,1,2,0,0,1,4,4,1,3,1
"129",129,1,1,1,1,0,6,4,4,3,4,3,3,4,3,4,4,2,3,4,4,4,5,5,5,5,5,3,5,4,2,4,5,4,3,3,3,3,3,2,2,4,0,0,1,4,1,2,95,1
"130",130,1,1,2,1,0,7,5,3,3,3,3,3,3,3,3,3,3,1,3,3,3,4,3,5,4,3,3,3,3,4,3,3,3,4,1,4,1,1,1,2,97,0,0,1,2,2,3,2,0
"131",131,1,1,1,1,0,9,3,4,4,5,5,4,4,4,4,3,4,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5,4,4,3,3,0,0,0,4,4,1,5,1
"132",132,1,1,1,1,0,3,4,4,4,4,4,4,4,4,4,98,98,4,4,4,3,4,4,3,4,4,3,2,3,2,3,4,4,4,4,4,4,4,4,1,97,1,0,1,1,2,2,2,0
"133",133,1,1,1,2,0,3,5,3,2,2,5,3,3,3,4,3,3,4,3,2,2,5,3,4,2,5,5,2,2,5,5,4,5,5,5,4,3,3,3,3,2,0,0,0,3,4,1,4,1
"134",134,1,1,3,1,0,5,11,2,4,4,4,4,98,4,2,1,2,2,3,2,3,2,5,2,5,5,4,2,4,2,4,4,5,5,4,4,3,3,4,4,3,1,1,0,2,3,2,95,0
"135",135,1,1,2,1,0,6,7,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,4,4,4,3,2,1,1,1,2,3,2,5,0
"136",136,1,1,3,1,0,NA,NA,4,3,4,3,4,98,4,4,4,4,4,4,4,3,4,4,4,4,5,4,1,1,2,3,3,2,3,4,4,3,3,3,1,3,0,0,1,4,1,2,1,1
"137",137,1,1,1,1,0,5,7,4,4,4,5,4,5,4,4,3,3,4,5,4,4,4,5,5,4,5,4,5,4,4,5,5,5,3,4,4,4,4,4,4,4,0,0,0,3,4,1,4,1
"138",138,1,1,2,1,0,3,NA,3,4,4,4,3,3,4,4,3,4,3,4,4,4,5,4,4,5,5,4,3,4,2,4,4,3,3,3,4,2,2,3,4,3,0,0,1,4,1,3,1,1
"139",139,1,1,3,1,0,3,5,3,3,4,4,3,3,3,3,3,3,4,3,4,4,0,0,5,4,0,3,3,3,2,3,4,3,5,5,4,2,3,3,2,3,0,0,1,2,3,1,3,0
"140",140,1,1,3,1,0,5,7,3,3,3,3,3,2,3,2,2,2,3,3,4,3,5,5,5,5,5,5,3,1,2,4,3,4,4,4,4,3,3,3,4,4,0,0,0,3,2,1,95,1
"141",141,1,1,1,1,0,NA,NA,5,4,5,5,5,5,5,5,98,98,4,5,5,5,5,5,5,4,5,5,4,2,2,4,3,3,3,3,3,3,2,2,3,2,0,0,1,4,3,2,95,1
"142",142,1,1,1,1,0,7,3,2,3,3,2,3,3,3,3,2,3,2,4,3,3,4,3,3,4,5,4,2,3,1,3,3,3,4,4,4,2,2,2,3,3,0,0,1,4,4,2,95,1
"143",143,1,1,2,1,0,2,3,3,3,3,3,3,3,3,2,3,2,2,4,4,3,4,4,4,5,5,2,3,2,3,5,4,3,4,4,4,3,3,3,1,97,0,0,0,4,1,2,1,1
"144",144,1,1,3,1,0,2,5,4,4,5,4,4,3,4,3,4,3,4,4,3,3,5,3,4,4,5,5,3,4,4,3,4,4,4,4,4,3,3,3,1,4,0,0,0,2,2,2,2,0
"145",145,1,1,2,1,0,NA,NA,5,5,5,5,5,98,5,5,5,5,4,4,4,4,5,5,5,3,5,3,1,4,1,2,3,5,5,5,5,4,4,4,3,1,0,0,1,2,4,2,4,0
"146",146,1,1,1,1,0,4,4,3,3,2,4,4,4,4,3,3,4,4,3,3,3,4,3,4,3,4,4,1,2,3,3,4,4,4,4,5,4,4,4,3,3,NA,99,0,2,2,2,5,0
"147",147,1,1,2,1,0,6,6,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,5,5,4,2,2,1,5,3,4,5,5,5,2,3,3,1,3,1,0,1,2,2,2,2,0
"148",148,1,1,2,1,0,3,5,1,1,3,1,1,1,1,1,3,1,1,3,3,2,5,3,4,5,5,5,3,3,3,5,4,3,2,2,2,2,2,2,4,4,0,0,0,4,4,1,4,0
"149",149,1,1,2,1,0,4,2,4,4,3,4,98,98,4,98,3,98,98,4,3,3,5,4,5,5,5,3,2,3,3,3,2,3,2,5,4,3,4,3,4,4,0,0,1,3,3,2,2,0
"150",150,1,1,3,1,0,5,9,3,3,4,3,2,3,4,5,4,4,3,4,4,3,4,4,5,5,4,3,3,3,3,5,5,4,1,5,4,5,3,4,3,97,0,0,1,2,2,3,2,0
"151",151,1,1,1,1,0,4,4,4,4,4,5,3,3,4,3,3,3,3,5,5,4,5,5,5,4,5,4,1,4,2,4,4,4,2,2,3,2,2,4,3,2,0,0,1,3,3,1,4,0
"152",152,1,1,3,1,0,3,1,5,5,4,5,5,4,5,5,4,5,4,4,5,4,5,5,5,3,5,3,2,3,2,4,3,3,3,3,3,3,3,2,3,3,0,0,1,4,1,1,1,1
"153",153,1,1,1,2,0,6,4,4,4,4,5,5,4,4,4,4,4,3,5,5,4,5,5,5,2,5,4,3,3,0,3,3,5,3,4,4,3,3,3,1,2,1,0,0,2,2,2,2,0
"154",154,1,1,4,1,0,5,6,1,1,3,1,1,1,1,3,1,1,2,2,2,2,0,2,4,4,4,4,0,0,3,5,5,5,2,2,2,3,2,3,4,90,0,0,1,2,3,3,5,0
"155",155,1,1,3,1,0,4,7,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,5,3,5,5,4,4,4,3,4,3,3,4,3,2,3,3,3,1,4,1,1,0,1,3,2,4,0
"156",156,1,1,4,2,0,5,6,4,4,4,4,98,98,98,98,98,98,2,4,4,5,5,5,3,5,5,2,2,3,3,4,3,3,4,3,4,3,4,5,2,4,0,0,0,3,4,1,3,0
"157",157,1,1,2,1,0,4,3,4,5,3,5,4,5,4,3,2,2,5,4,5,4,5,5,5,5,5,4,2,5,2,4,3,4,3,3,3,2,2,3,3,2,0,0,0,4,4,1,4,1
"158",158,1,1,4,1,0,4,6,3,3,3,4,3,3,3,4,3,3,4,4,4,4,5,5,5,4,4,4,4,4,2,4,4,4,2,2,3,3,3,2,2,97,0,0,0,3,1,3,2,0
"159",159,1,1,3,1,0,4,5,3,3,4,3,4,4,3,4,3,4,3,5,5,4,3,2,2,4,4,3,3,2,3,2,3,2,4,4,3,3,3,4,1,4,0,0,0,4,2,2,1,1
"160",160,1,1,4,1,0,3,3,4,4,4,5,4,4,4,4,4,3,4,4,4,4,5,5,5,5,4,5,3,3,3,4,4,3,3,4,4,3,3,4,1,2,0,0,0,4,2,1,1,1
"161",161,1,1,1,1,0,4,5,3,4,4,4,4,4,4,4,2,2,2,5,5,4,5,5,5,5,5,5,4,5,2,5,5,5,4,4,4,4,4,4,4,3,0,0,1,2,4,1,95,0
"162",162,1,1,4,1,0,NA,NA,3,3,3,4,3,4,4,3,3,3,3,4,4,2,4,4,4,5,5,4,3,4,3,2,3,5,3,1,3,1,2,2,2,97,1,0,1,1,2,1,95,0
"163",163,1,1,1,1,0,9,9,3,3,5,2,98,2,3,4,98,3,3,3,3,3,3,3,2,5,5,4,4,4,4,3,4,5,5,4,4,5,5,5,1,5,1,1,1,1,3,2,4,0
"164",164,1,1,4,2,0,3,2,3,3,5,3,3,3,3,3,3,3,3,5,3,5,5,5,5,4,5,4,4,5,4,4,3,4,4,3,4,3,4,4,1,3,0,0,1,3,4,3,2,0
"165",165,1,1,1,1,0,NA,NA,4,4,4,4,3,3,4,3,4,4,3,5,4,4,5,5,3,5,5,4,3,2,4,4,2,3,2,3,3,2,2,2,2,3,1,1,0,2,3,1,95,0
"166",166,1,1,4,1,0,5,1,3,1,3,2,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,2,4,2,4,5,4,4,4,4,3,3,4,2,3,0,0,1,3,2,1,1,0
"167",167,1,1,3,1,0,4,7,4,5,5,5,5,3,5,5,4,4,4,5,5,5,4,5,5,5,5,4,3,4,3,4,3,5,4,4,4,4,4,4,1,1,0,0,1,3,2,2,2,0
"168",168,1,1,2,1,0,6,10,3,2,3,4,2,2,4,4,4,4,3,4,4,4,5,4,4,5,5,4,2,5,3,3,5,4,3,3,3,3,3,4,4,90,1,1,1,2,1,3,95,0
"169",169,1,1,4,1,0,7,5,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,3,3,3,3,4,4,4,3,3,3,4,4,4,3,3,1,0,1,2,2,1,5,0
"170",170,1,1,2,1,0,5,4,3,4,4,4,4,4,4,3,3,3,3,4,4,3,5,5,5,4,5,4,4,3,3,3,3,3,4,4,4,3,3,2,2,3,0,0,1,1,2,2,2,0
"171",171,1,1,4,1,0,5,3,4,4,4,5,4,5,3,5,4,3,3,4,4,4,4,5,5,5,5,2,3,4,3,4,4,4,4,4,5,4,4,4,4,2,0,0,0,4,4,1,5,0
"172",172,1,1,4,1,0,8,9,3,3,4,3,4,4,4,4,4,4,98,4,3,2,0,3,3,4,5,5,5,5,0,2,4,1,4,4,5,1,1,3,4,90,1,1,1,1,2,2,4,0
"173",173,1,1,2,1,0,7,7,5,5,4,4,5,5,5,4,5,3,3,5,5,5,5,5,5,5,5,5,2,2,5,2,5,5,3,5,3,3,3,2,3,3,1,1,0,1,1,3,2,0
"174",174,1,1,1,1,0,2,9,4,4,5,5,4,5,5,4,3,4,3,5,5,3,5,5,5,5,5,3,3,4,3,5,5,5,4,4,5,3,4,3,4,2,1,1,1,2,3,3,95,0
"175",175,1,1,1,1,0,6,5,4,4,4,4,3,4,4,4,3,4,3,5,5,5,5,5,5,4,5,5,3,3,1,3,5,3,3,5,3,3,3,3,4,97,0,0,0,1,1,1,3,0
"176",176,1,1,4,1,0,3,3,4,4,4,4,4,98,4,3,4,4,3,4,3,3,5,4,4,4,5,3,3,3,3,4,3,3,4,4,4,4,4,4,2,97,0,0,1,4,2,2,1,1
"177",177,1,1,3,1,0,5,8,1,2,4,1,1,1,2,2,1,3,2,2,2,2,2,4,3,4,4,4,2,4,2,2,3,2,3,2,3,2,2,2,2,4,1,0,0,2,2,2,4,0
"178",178,1,1,3,1,0,4,11,4,4,4,5,4,4,5,5,3,4,5,5,4,4,4,5,4,5,5,4,4,4,3,3,3,4,4,4,4,3,4,3,3,4,0,0,1,3,1,2,95,1
"179",179,1,1,2,1,0,8,6,3,3,4,4,3,3,98,4,98,98,3,4,3,3,4,4,4,4,4,4,3,4,2,3,4,3,3,3,4,4,4,3,3,97,1,0,1,3,2,1,95,1
"180",180,1,1,4,1,0,NA,NA,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,3,4,3,3,3,3,4,3,4,3,3,3,3,4,0,0,1,1,4,1,95,0
"181",181,1,1,4,1,0,5,5,3,3,3,3,3,3,98,3,98,3,2,3,3,3,3,2,1,3,4,4,1,1,1,1,1,1,2,2,2,1,1,1,2,4,0,0,95,4,1,2,1,1
"182",182,1,1,2,1,0,7,7,2,2,4,5,4,4,3,3,2,1,3,2,3,3,5,4,4,5,5,4,2,4,3,3,3,5,2,4,3,3,4,4,4,2,0,0,1,2,4,2,5,0
"183",183,1,1,2,1,0,5,7,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,1,0,1,3,2,1,0
"184",184,1,1,3,1,0,4,5,4,4,3,5,3,4,4,4,4,3,3,5,5,4,0,5,5,2,4,3,2,2,2,4,3,4,3,2,3,3,3,4,1,2,0,0,0,4,4,3,1,1
"185",185,1,1,4,1,0,3,3,4,4,4,4,4,4,2,2,3,2,2,4,4,4,5,4,5,3,4,2,2,3,2,2,2,3,4,4,3,3,3,3,1,3,0,0,0,4,2,3,1,1
"186",186,1,1,1,1,0,4,3,4,5,5,4,4,4,5,4,4,5,4,4,3,5,4,3,4,4,5,3,3,4,4,4,4,4,4,3,4,3,3,3,4,1,1,1,0,1,3,1,4,0
"187",187,1,1,3,1,0,4,8,5,5,3,5,3,4,3,3,2,3,2,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,4,4,3,2,2,2,2,2,0,0,1,3,4,1,95,1
"188",188,1,1,2,1,0,6,8,3,2,3,2,2,2,2,3,2,3,3,3,3,3,4,3,4,4,5,4,3,3,3,3,3,3,4,3,3,3,2,3,4,4,0,0,0,4,2,1,5,1
"189",189,1,1,2,2,0,4,6,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,2,3,3,3,3,3,4,3,3,3,3,4,1,4,0,0,0,3,1,1,4,1
"190",190,1,1,4,1,0,5,3,5,5,5,5,4,4,4,4,3,4,4,5,5,5,4,5,5,5,5,2,1,2,2,3,3,5,3,4,3,1,2,2,2,2,NA,0,1,4,2,2,2,0
"191",191,1,1,1,2,0,3,4,3,3,3,4,3,4,4,4,3,4,3,3,4,4,4,2,2,5,5,4,3,1,3,1,2,1,4,4,4,2,3,3,1,3,0,0,0,2,1,2,4,0
"192",192,1,1,4,1,0,NA,NA,2,1,3,1,4,1,3,3,2,2,2,4,4,3,3,3,3,4,5,3,3,2,1,3,3,1,5,5,5,2,3,3,4,4,0,0,95,2,3,1,95,0
"193",193,1,1,3,1,0,5,11,4,4,5,5,5,4,4,4,4,5,4,5,4,4,5,4,5,5,5,4,4,3,4,4,4,4,5,5,5,5,5,5,2,97,1,1,0,1,3,2,2,0
"194",194,1,1,3,1,0,6,8,2,2,3,2,2,2,2,4,2,98,2,2,2,1,2,2,2,3,4,3,5,4,3,3,2,2,4,4,4,2,2,2,4,4,0,0,0,4,4,1,95,1
"195",195,1,1,4,1,0,5,7,3,3,3,2,4,3,5,4,3,4,4,4,4,4,4,3,4,5,5,4,4,3,3,4,3,3,3,4,4,3,3,5,2,5,0,0,0,3,2,1,4,1
"196",196,1,1,2,1,0,8,10,3,3,4,3,98,3,98,3,98,3,98,2,3,2,3,2,3,2,2,3,2,3,2,2,2,2,3,3,3,3,3,3,4,3,0,0,1,3,4,1,5,1
"197",197,1,1,1,1,0,5,11,4,5,3,5,4,5,5,3,3,3,3,5,4,4,4,4,4,4,4,3,3,4,3,4,3,3,4,1,1,1,1,1,4,3,1,0,0,2,4,1,5,0
"198",198,1,1,2,1,0,5,4,4,3,4,98,4,98,4,4,5,4,4,4,4,4,5,5,4,5,4,4,1,2,2,3,3,4,4,4,4,4,3,4,1,3,1,0,95,2,3,2,95,0
"199",199,1,1,2,1,0,4,9,4,4,3,4,4,4,4,4,3,4,4,3,3,3,4,4,4,3,4,1,2,3,5,4,3,3,4,4,4,3,3,3,4,3,0,0,0,4,4,1,5,1
"200",200,1,1,1,1,0,3,5,3,3,5,3,3,3,3,3,3,3,3,4,4,3,5,4,3,5,5,5,3,4,2,3,4,3,4,4,4,3,3,3,2,2,1,1,0,2,2,2,95,0
"201",201,1,1,2,1,0,NA,NA,3,4,4,4,3,3,3,3,3,3,3,4,4,3,4,3,5,5,5,4,3,3,3,3,4,3,3,3,3,2,2,2,3,3,1,0,1,3,2,2,95,0
"202",202,1,1,2,1,0,6,8,3,3,3,3,4,3,4,3,3,4,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,2,3,2,5,0,0,0,2,3,2,95,0
"203",203,1,1,1,1,0,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,4,5,2,1,2,3,2,4,3,4,4,4,3,3,3,3,3,0,0,1,3,2,1,4,1
"204",204,1,1,3,1,0,4,6,4,4,4,5,5,4,4,4,2,3,4,4,4,3,5,3,5,4,5,3,3,1,3,3,4,4,3,4,4,2,3,3,2,97,1,1,1,1,2,1,3,0
"205",205,1,1,2,1,0,NA,NA,4,4,4,5,3,3,3,3,3,98,3,5,5,5,2,3,3,5,5,4,2,4,4,4,3,4,5,4,3,3,3,5,2,3,0,0,1,3,4,2,4,0
"206",206,1,1,4,1,0,4,5,5,5,5,5,4,4,5,4,2,2,2,5,5,5,5,5,5,5,5,5,3,5,3,5,5,3,5,5,5,5,4,4,2,3,0,0,0,4,3,2,95,1
"207",207,1,1,3,1,0,6,3,4,4,4,4,4,4,4,4,2,3,3,4,4,4,3,4,4,3,4,3,2,2,2,4,4,3,3,3,3,2,2,3,2,2,0,0,0,4,4,1,4,1
"208",208,1,1,4,1,0,3,6,4,4,4,5,5,4,4,4,3,3,4,5,5,5,5,3,5,4,3,2,2,2,3,4,4,5,4,3,4,2,2,3,1,2,0,0,1,3,4,1,2,1
"209",209,1,1,2,1,0,5,6,2,2,1,1,2,1,2,3,3,4,4,3,3,3,5,4,4,5,5,4,1,3,2,2,3,2,2,4,2,3,3,3,2,5,0,0,1,3,1,1,2,0
"210",210,1,1,2,1,0,2,3,2,3,4,4,4,4,4,3,3,3,2,3,3,2,2,2,4,3,3,4,2,1,4,3,3,3,4,5,4,2,2,3,1,4,0,0,0,2,3,2,2,0
"211",211,1,1,3,1,0,3,5,3,2,4,2,4,2,2,4,4,4,4,3,2,2,3,4,2,4,5,4,2,3,3,3,3,3,4,3,4,2,2,3,2,99,NA,99,95,2,3,99,1,0
"212",212,1,1,2,1,0,6,5,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,3,4,4,4,4,3,3,3,2,2,1,1,0,3,1,1,2,1
"213",213,1,1,2,1,0,6,6,3,3,4,98,4,98,5,4,4,4,4,4,4,3,4,3,4,5,5,3,4,2,4,2,2,3,4,4,4,3,3,4,4,4,0,0,0,4,4,1,5,1
"214",214,1,1,3,1,0,1,4,3,98,4,3,98,3,3,98,1,1,3,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,2,3,0,0,1,2,4,2,2,0
"215",215,1,1,1,1,0,4,6,2,2,2,3,3,3,4,3,2,2,3,2,2,2,3,3,3,3,5,3,2,2,3,3,2,2,3,3,3,2,2,2,1,3,1,1,1,1,3,2,4,0
"216",216,1,1,2,1,0,8,6,3,3,2,5,4,4,4,3,3,3,3,4,2,2,3,3,3,3,4,1,2,1,3,3,3,4,4,4,3,2,2,2,3,2,0,0,0,4,4,1,95,0
"217",217,1,1,4,1,0,5,4,4,5,5,5,4,3,4,3,5,4,5,4,5,5,5,5,5,2,3,4,4,5,2,5,5,4,4,3,3,5,4,4,4,3,1,1,0,1,3,1,4,0
"218",218,1,1,2,1,0,4,5,4,3,5,4,4,4,4,3,98,98,4,4,4,4,4,4,5,5,5,4,5,4,3,3,4,3,1,2,2,1,1,1,3,4,1,1,0,2,3,2,3,0
"219",219,1,1,4,1,0,3,3,2,2,3,2,2,2,2,4,3,4,3,3,2,1,3,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2,2,3,4,0,0,0,3,3,2,95,1
"220",220,1,1,3,2,0,5,5,4,4,3,5,4,4,4,3,3,4,98,4,4,5,4,3,3,5,5,4,3,3,3,3,4,4,4,5,4,4,4,4,1,5,NA,99,1,3,2,2,1,0
"221",221,1,1,3,1,0,5,7,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,3,5,4,4,5,5,4,2,3,3,3,3,0,0,1,4,2,1,3,1
"222",222,1,1,2,1,0,6,6,2,1,2,1,1,1,3,4,4,4,2,3,3,1,2,4,3,5,5,5,4,3,4,3,4,4,4,5,5,4,4,4,4,3,1,1,0,2,3,1,5,0
"223",223,1,1,1,1,0,5,7,4,5,5,5,5,4,5,4,3,3,4,5,5,5,5,5,5,5,5,3,3,3,3,4,4,5,4,3,3,2,2,2,1,2,1,1,1,1,2,2,4,0
"224",224,1,1,2,1,0,7,5,3,4,5,5,5,5,4,5,4,5,3,4,4,3,5,4,4,5,5,3,3,3,3,4,4,4,4,4,4,3,2,4,2,97,0,0,1,3,2,3,1,0
"225",225,1,1,1,1,0,7,6,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,4,3,4,4,3,4,4,4,3,3,3,3,3,1,1,0,1,3,1,2,0
"226",226,1,1,4,1,0,7,7,4,5,5,5,3,5,5,4,4,5,5,5,5,4,5,4,5,5,5,4,3,3,3,3,3,4,5,5,4,3,4,5,4,3,0,0,0,4,4,1,95,1
"227",227,1,1,1,1,0,10,4,1,1,1,1,1,1,1,2,1,1,1,2,3,2,5,3,5,5,5,5,2,3,2,3,3,4,3,3,3,3,3,3,3,5,0,0,0,4,2,2,4,0
"228",228,1,1,1,1,0,10,9,5,4,5,5,4,3,4,4,3,3,4,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,5,5,3,4,5,5,1,97,0,0,0,4,2,1,2,1
"229",229,1,1,1,1,0,4,5,3,4,4,5,3,4,5,4,2,3,3,4,5,3,5,5,4,5,4,4,4,3,3,3,3,4,3,4,4,4,4,5,2,97,0,0,1,2,2,1,1,0
"230",230,1,1,3,1,0,2,5,5,5,5,5,4,4,4,98,98,98,98,5,5,5,5,5,5,5,5,5,3,4,3,4,4,5,5,5,5,3,3,4,2,2,0,0,1,3,3,2,1,0
"231",231,1,1,2,1,0,6,5,4,3,4,4,98,98,4,4,4,3,3,4,4,3,5,4,4,5,5,3,1,2,2,4,4,3,3,4,3,4,3,4,2,97,1,1,1,1,1,1,3,0
"232",232,1,1,3,1,0,4,8,5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,4,4,4,5,4,4,3,3,3,5,4,4,4,4,3,4,4,3,4,0,0,0,2,3,2,3,0
"233",233,1,1,1,1,0,5,8,4,4,5,4,4,98,4,4,98,4,98,4,4,4,4,5,4,5,5,4,3,3,3,4,4,4,3,4,3,3,3,5,4,3,0,0,1,2,3,2,2,0
"234",234,1,1,1,1,0,9,6,3,3,4,4,4,4,4,4,4,4,4,3,3,2,3,5,3,4,5,2,2,3,3,4,4,5,4,4,3,5,5,5,3,2,1,1,1,2,2,2,4,0
"235",235,1,1,4,1,0,2,2,4,5,3,5,3,3,4,3,3,3,3,4,5,5,5,3,4,4,4,3,2,1,2,4,5,5,4,4,4,5,3,4,2,2,0,0,1,4,3,2,95,1
"236",236,1,1,1,1,0,3,6,4,3,3,4,4,3,5,3,2,4,3,4,3,3,4,5,5,3,4,3,4,3,4,5,4,5,4,4,3,2,3,4,4,3,0,0,0,4,4,1,5,1
"237",237,1,1,4,1,0,6,5,3,4,4,5,2,3,2,3,2,98,2,4,4,3,5,5,5,4,4,3,2,4,2,4,3,3,4,4,3,4,4,4,3,4,0,0,0,3,3,1,2,1
"238",238,1,1,2,1,0,3,3,4,4,5,4,4,5,4,4,3,3,3,5,5,5,5,5,5,4,5,4,3,5,3,4,4,4,5,5,4,4,4,4,2,1,0,0,1,4,4,1,3,1
"239",239,1,1,1,1,0,5,6,4,4,4,98,98,98,4,4,3,4,4,5,5,3,5,5,5,5,5,5,2,4,3,4,4,4,4,3,4,2,3,3,2,3,0,0,1,4,4,1,95,1
"240",240,1,1,1,1,0,5,5,4,3,4,4,4,4,4,4,5,4,4,5,4,5,4,3,5,5,5,5,3,4,3,5,5,5,3,3,4,4,4,4,2,3,1,1,1,1,4,2,3,0
"241",241,1,1,4,1,0,5,4,3,3,4,5,4,3,4,5,3,5,5,5,5,5,4,4,5,4,5,4,4,3,3,3,4,4,4,4,4,5,4,4,1,3,1,0,1,1,1,2,2,0
"242",242,1,1,2,1,0,4,4,2,3,1,3,3,3,4,4,3,5,4,3,3,2,3,5,4,3,5,5,4,1,3,3,2,2,4,4,4,2,2,4,3,90,0,0,1,2,2,1,4,0
"243",243,1,1,2,1,0,5,7,3,3,3,4,3,3,3,4,3,3,3,3,3,2,4,3,4,5,5,4,2,3,2,1,3,2,3,4,3,3,3,2,2,97,1,0,1,3,1,3,3,0
"244",244,1,1,2,1,0,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,2,4,3,4,4,5,3,3,3,2,3,3,1,4,0,0,0,4,1,3,1,1
"245",245,1,1,2,2,0,6,5,2,3,2,3,98,2,2,4,2,3,2,3,3,2,3,2,3,3,4,3,2,2,3,3,3,2,4,4,4,2,2,3,1,4,0,0,0,4,4,1,95,1
"246",246,1,1,3,1,0,5,9,4,4,2,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,2,2,3,4,4,0,0,0,3,1,2,3,0
"247",247,1,1,1,1,0,1,1,3,3,4,5,3,2,1,1,2,1,1,4,4,4,5,4,4,5,5,4,3,3,1,3,4,4,4,4,4,2,2,3,1,4,0,0,1,4,3,1,3,1
"248",248,1,1,4,1,0,5,4,4,4,4,5,4,4,4,4,98,5,4,5,4,4,5,4,4,5,5,4,1,1,2,3,3,2,4,4,4,2,3,3,2,97,1,1,1,1,1,3,95,0
"249",249,1,1,4,1,0,2,4,4,4,4,5,4,4,4,3,3,4,4,5,5,4,5,4,5,4,4,4,2,4,3,5,4,4,3,3,3,2,2,2,2,2,0,0,1,4,3,1,2,1
